,User,Tweet,Location,Retweet Count,Date
6330,ISF_India,"RT @PollPolitics1: #India’s Forex Reserves Surge Past $500 Billion !

#AtmaNirbharBharat
 https://t.co/KZEnMTz5xu Via @Bloombergquint",India,3,2020-06-13 14:25:45
6331,LIFESTYLE_AKASH,"TO OUTST MAGGI @SunfeastYippee HAS TO CONCENTRATE ON THE MASALA.
#AtmaNirbharBharat",MUMBAI,0,2020-06-13 14:24:45
6332,NiladriM1,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:23:31
6333,Rajkuma73635411,RT @VishalA68032649: #WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make Ind…,,10,2020-06-13 14:23:26
6334,hpsrbt,"RT @sanjayagrawal88: Good Morning 
Friends  
@narendramodi ji promotes the idea of #VocalForLocal
#MakeInIndia 
#AtmaNirbharBharat
Exclusiv…","narora, Uttar Pradesh,India",5,2020-06-13 14:23:10
6335,akash_soni92,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Ujjain,68,2020-06-13 14:22:04
6336,poonam_thegem,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","New Delhi, India",68,2020-06-13 14:21:27
6337,bayalis,"Dear @PiyushGoyal  @narendramodi is this #AtmaNirbharBharat ? Chinese being awarded civil works in NCR?
STEC bags R… https://t.co/L8PEZfDNvh",,0,2020-06-13 14:21:18
6338,Pradhum74448403,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:19:48
6339,dsinghmiet,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:19:22
6340,virendrakumar52,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Delhi,68,2020-06-13 14:18:28
6341,Jitendr99666070,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,MP,32,2020-06-13 14:17:27
6342,neetuiitr,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","उड़ीसा, भारत",68,2020-06-13 14:16:38
6343,Shyampancharia,RT @ArushiNishank: It's a pleasure to be a part of the exclusive #Webinar on Atmanirbhar Bharat which is going to be conducted by #Vidyadaa…,"Kolayat, Bikaner, India",11,2020-06-13 14:16:18
6344,Vandana67056527,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,"Pantnagar, India",26,2020-06-13 14:15:59
6345,kumar55sujeet1,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:15:43
6346,rpsingh111,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:15:14
6347,AjayKushwaha_,RT @ArushiNishank: It's a pleasure to be a part of the exclusive #Webinar on Atmanirbhar Bharat which is going to be conducted by #Vidyadaa…,"Ghazipur UP, New Delhi, India",11,2020-06-13 14:14:41
6348,Jashanp46800634,RT @VishalA68032649: #WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make Ind…,,10,2020-06-13 14:14:34
6349,Jitendr99666070,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,MP,26,2020-06-13 14:14:20
6350,AmarKumarSafi1,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,"Gujarat, India",47,2020-06-13 14:14:15
6351,NatarajanPratap,"RT @ShirishPaliwal: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/0256w4rTMc 
#Atma…",,20,2020-06-13 14:14:03
6352,krishnanamami,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:12:05
6353,DrRajuPatel3,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 14:11:33
6354,somnath_gr,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:10:21
6355,PKumar68321638,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…","Patna, India",14,2020-06-13 14:10:14
6356,CLLalani1,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Bilaspur, India",32,2020-06-13 14:09:34
6357,Vandana67056527,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Pantnagar, India",68,2020-06-13 14:08:54
6358,AIPCMaha,"RT @sumedhbgaikwad: This is the reality of #AtmaNirbharBharat package ! 

#NirmalaTaiMandiLai https://t.co/Ce8HoxhftD","Mumbai, Maharashtra India",11,2020-06-13 14:08:35
6359,sonuthakre,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:08:19
6360,ParthaS94747862,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:08:03
6361,lokesh03tiwari,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Ujjain,68,2020-06-13 14:06:50
6362,PKumar68321638,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Patna, India",68,2020-06-13 14:06:46
6363,sourabhgupta51,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,"indore, india",26,2020-06-13 14:06:22
6364,PawanKu95844683,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 14:06:15
6365,NatarajanPratap,"RT @rahulkirkire: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/sTBoEVjPJp 
#AtmaNi…",,25,2020-06-13 14:04:47
6366,BaharulHussain,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,Assam,32,2020-06-13 14:04:23
6367,Arindam53924416,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","chamoli,Uttarakhand",68,2020-06-13 14:04:20
6368,DrRajuPatel3,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:03:41
6369,DwipjoySarkar,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Agartala,India",68,2020-06-13 14:03:35
6370,Jagveer88334165,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",BIT SINDRI ,68,2020-06-13 14:03:23
6371,Saurabh41885365,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:02:33
6372,vikasku92037972,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 14:02:27
6373,JhaGovindK,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Bhagalpur, India",32,2020-06-13 14:02:21
6374,AnkurRungta6,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 14:02:10
6375,ManojDubey001,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 14:00:00
6376,Abhinit20325342,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Nalanda, India",68,2020-06-13 13:59:59
6377,shashi2021,"RT @india022066: Education is the key in making our country as #AtmaNirbharBharat 
My sincere thanks to the government of India for investi…","Kanpur, India",17,2020-06-13 13:59:44
6378,Shivani64650049,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:59:38
6379,UKSingh56230608,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:59:06
6380,AnkitDev007,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Jodhpur, India",68,2020-06-13 13:58:56
6381,badripanigrahi,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…",Berhampur,14,2020-06-13 13:58:25
6382,Shivam59699804,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:58:06
6383,Deepak05Patel,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Nagpur, Maharashtra",68,2020-06-13 13:57:11
6384,Shivani64650049,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:56:48
6385,RahulR49516933,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:56:29
6386,badripanigrahi,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,Berhampur,32,2020-06-13 13:56:21
6387,kulukhichar,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:55:21
6388,ramesh1saha,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Kolkata, India",32,2020-06-13 13:55:15
6389,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 13:55:12
6390,DeeptiDg,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:54:58
6391,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 13:54:56
6392,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 13:54:50
6393,Muraliduriya007,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:54:46
6394,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 13:54:43
6395,BilashJakhar,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:54:42
6396,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 13:54:36
6397,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 13:54:28
6398,AnilSha23995123,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…","Indore, India",14,2020-06-13 13:54:23
6399,KhushalRaj19,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:54:01
6400,ankit_rmu,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Gorakhpur,68,2020-06-13 13:53:41
6401,R_Taneja69,"RT @ChaudharySpeak: In every shop, store we should have one section that labels #MadeInIndia. Made in USA is widely done across all America…","New Delhi, India",5,2020-06-13 13:53:18
6402,abhishek2391V,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Pantnagar, India",68,2020-06-13 13:52:45
6403,sourabhgupta51,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","indore, india",68,2020-06-13 13:51:58
6404,dr_raghwendra,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,India ,26,2020-06-13 13:51:22
6405,rakeshy1461,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:51:22
6406,gurjarofficial_,"Reality of #AtmaNirbharBharat

Kya #NirmalaTaiMandiLai ?? https://t.co/oo49Zbzb3a","Jaipur, India",0,2020-06-13 13:51:19
6407,neerajtarun314,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Gopeswar,68,2020-06-13 13:51:19
6408,thakurmani26,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:51:02
6409,EktaRoy16,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:50:14
6410,manikant_gupta,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,india,32,2020-06-13 13:50:13
6411,ShikhaJha0107,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Gwalior ,68,2020-06-13 13:49:42
6412,dr_raghwendra,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",India ,68,2020-06-13 13:49:09
6413,DRS10264266,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:48:43
6414,d_m2424,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Haryana, India",68,2020-06-13 13:48:22
6415,Priyans88121987,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:48:21
6416,NISHANT_D08,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 13:48:20
6417,AnshuJaysawal,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,"Bhagalpur, India",26,2020-06-13 13:48:05
6418,AnishKu81788499,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:48:00
6419,AnilSha23995123,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Indore, India",68,2020-06-13 13:47:45
6420,Iatulchopra,"@RahulGandhi Mr. Gandhi, the situation is severe and is becoming visible. 
Let me know once governing body listen t… https://t.co/XlHCN989Eu","Current - Lat#28.6, Lon#77.2",0,2020-06-13 13:47:24
6421,DrPatlolla,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:47:07
6422,KhushalRaj19,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:47:02
6423,shailendraa007,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Jhalrapatan, India",68,2020-06-13 13:46:41
6424,rakeshy1461,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 13:46:39
6425,amidixit2290,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,"datia,mp,india",26,2020-06-13 13:46:29
6426,rahulkirkire,"RT @ShirishPaliwal: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/0256w4rTMc 
#Atma…","Ahmadabad City, India",20,2020-06-13 13:46:27
6427,EktaRoy16,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 13:46:25
6428,HamidRa85455520,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:46:16
6429,jagabandhumanit,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…","Kokrajhar, India",14,2020-06-13 13:46:08
6430,KKChaubey10,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Sasaram, Bihar, India",68,2020-06-13 13:45:58
6431,haridasdr,RT @Jayaa03: France&amp;US had to Voice their Concern about FISHY Anti-HCQ publications for #AtmaNirbharBharat PRESS to even SQUEAK along with…,Omnipresence i am OM,1,2020-06-13 13:45:46
6432,vinsharma2971,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Madhya Pradesh, India",32,2020-06-13 13:45:26
6433,vinsharma2971,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Madhya Pradesh, India",68,2020-06-13 13:45:17
6434,Atishay97950168,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Jabalpur, India",32,2020-06-13 13:45:16
6435,NISHANT_D08,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…",,14,2020-06-13 13:45:16
6436,ayush_agrawal_,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…","जबलपुर, भारत",14,2020-06-13 13:45:09
6437,AnkitSa43481348,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:45:04
6438,muthu6868,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,,47,2020-06-13 13:45:04
6439,dhrub91,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Sultanpur, India",32,2020-06-13 13:44:44
6440,amit0909131017,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",Rajasthan,68,2020-06-13 13:44:18
6441,meghashyam_raju,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Hyderabad, India",32,2020-06-13 13:44:16
6442,NISHANT_D08,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:44:04
6443,jagabandhumanit,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Kokrajhar, India",68,2020-06-13 13:43:28
6444,AkhileshShukla_,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,India,32,2020-06-13 13:43:17
6445,Ankit96674677,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,,32,2020-06-13 13:42:46
6446,chayangupta2,RT @shailendraa007: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himself…,"Jhalawar, India",32,2020-06-13 13:42:45
6447,dr_raghwendra,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…",India ,14,2020-06-13 13:42:37
6448,RAHULKUMARSAH1,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…",,14,2020-06-13 13:42:23
6449,chayangupta2,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…","Jhalawar, India",14,2020-06-13 13:42:05
6450,Rajdeep03984084,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:41:58
6451,AnkitSa43481348,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…",,14,2020-06-13 13:41:56
6452,shailendraa007,Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of him… https://t.co/vyUQ60NlDQ,"Jhalrapatan, India",32,2020-06-13 13:41:52
6453,RAHULKUMARSAH1,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:41:35
6454,ATULKUMARRAY8,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:41:10
6455,NiftyOf,@realDonaldTrump India is great. Let's make India greater by using made in India products step by step  🇮🇳🇮🇳🇮🇳… https://t.co/ruqWBd0MtW,,0,2020-06-13 13:40:35
6456,meghashyam_raju,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…","Hyderabad, India",68,2020-06-13 13:40:32
6457,keshavd77562756,"RT @shailendraa007: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties w…",,14,2020-06-13 13:40:27
6458,shailendraa007,"If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculti… https://t.co/yl5VUnh4iZ","Jhalrapatan, India",14,2020-06-13 13:40:03
6459,Moumita79621503,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:39:54
6460,Durgesh31996291,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:39:49
6461,VimalNautiyal13,RT @ArushiNishank: It's a pleasure to be a part of the exclusive #Webinar on Atmanirbhar Bharat which is going to be conducted by #Vidyadaa…,"Naugoan, Uttrakashi",11,2020-06-13 13:38:00
6462,TANAYDAS66,RT @VishalA68032649: #WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make Ind…,"सिलीगुड़ी, भारत",10,2020-06-13 13:37:38
6463,krnilesh,#AtmanirbharBharatAbhiyan #Atmanirbhar #AtmaNirbharBharat every unique talent or work must identified  and full exp… https://t.co/qCP7u7P1f1,"Ranchi,India",0,2020-06-13 13:36:58
6464,VaskarThapa8,#WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make… https://t.co/kTG4EECgDu,,2,2020-06-13 13:36:57
6465,RkushalS,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,1,2020-06-13 13:36:41
6466,Ankit96674677,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:35:19
6467,RkushalS,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,,26,2020-06-13 13:34:44
6468,PuneetK90450803,RT @keshavd77562756: Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of himsel…,Rewa,26,2020-06-13 13:34:02
6469,RkushalS,"RT @keshavd77562756: If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculties…",,68,2020-06-13 13:33:29
6470,lucknowvs,RT @ArushiNishank: It's a pleasure to be a part of the exclusive #Webinar on Atmanirbhar Bharat which is going to be conducted by #Vidyadaa…,Delhi _lucknow ,11,2020-06-13 13:31:27
6471,keshavd77562756,"If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculti… https://t.co/KjlOWUCwgK",,68,2020-06-13 13:30:30
6472,keshavd77562756,Quality of a good teacher is not just to improve the knowledge of students but also to improve the knowledge of him… https://t.co/oan9F1wWwc,,26,2020-06-13 13:30:00
6473,keshavd77562756,"If u invest in a captain with right talent, he can build a cup winning team for you, while if you invest in faculti… https://t.co/vazdkCcysY",,1,2020-06-13 13:30:00
6474,supriyosen12,"@TheOfficialSBI Can't make any transactions even I can't check my account informations, what's wrong with your serv… https://t.co/RheKhH37wX",India,1,2020-06-13 13:26:30
6475,Kishore81033689,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,,47,2020-06-13 13:26:04
6476,iam_AshishTiku,@PMOIndia @narendramodi @MoHFW_INDIA Why there is free hand to Private Hostpitals by Govt. of India to loot money f… https://t.co/0zZtefdepI,India,0,2020-06-13 13:24:05
6477,BHUBESH17,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,,47,2020-06-13 13:22:03
6478,nazmaaman,RT @ROALY: Yahoo's Chief Editor and the lawyer are both Modi fanboys. I am thinking of writing an email asking them to pay me and cursing t…,Kolkata,1,2020-06-13 13:21:04
6479,SHIVRAJ77175437,"RT @DrVikasBJP: True development is that which caters to the poorest of the poor. In ensuring the fruits of development reach the poor, the…",buharu,8,2020-06-13 13:20:34
6480,abhinavraaz007,RT @abhinavraaz007: @Google @GooglePlay we have now @SayNamasteVideo. Remember you remove indian apps. Soon we will have indian OS then we…,"Miami, FL",1,2020-06-13 13:20:10
6481,PAI8qKyGD9ZWhUP,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,,47,2020-06-13 13:19:11
6482,ROALY,Yahoo's Chief Editor and the lawyer are both Modi fanboys. I am thinking of writing an email asking them to pay me… https://t.co/HOVZGfb1wq,,1,2020-06-13 13:19:01
6483,Sunilsinha_ied,RT @DeependraMSinha: @TeamWCL @mishrarajivr @CoalIndiaHQ @JoshiPralhad @CMOMaharashtra @nitin_gadkari @OfficeofSSC @PsuWatch @PMOIndia @Coa…,Nagpur,23,2020-06-13 13:16:32
6484,SahadevaYogi,"RT @ind_Cyborg: I feel blessed to witness your new look pm @narendramodi ji and that inspire me to make this Artwork.

Can we get 1000 Rt o…",India,1702,2020-06-13 13:15:59
6485,katakam848,"RT @amarprasadreddy: Initialization of #AtmaNirbharBharat
Massive job creation in the Agarbatti industry on anvil.

Trade, import &amp; export…","Tirupati, India",2,2020-06-13 13:15:01
6486,SPT_NPC,"RT @ShirishPaliwal: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/0256w4rTMc 
#Atma…",India,20,2020-06-13 13:11:49
6487,Shantanu_KP007,"RT @moneycontrolcom: The idea #AtmanirbharBharat hasn’t really been fleshed out, but the gist of it seems to be to restrict #imports and to…",ShillongSheffieldSabarimala,2,2020-06-13 13:10:23
6488,moneycontrolcom,"The idea #AtmanirbharBharat hasn’t really been fleshed out, but the gist of it seems to be to restrict #imports and… https://t.co/LiQL7CGZjn",Mumbai,2,2020-06-13 13:10:07
6489,ShahiPagdi,Times of India covering Shahi Taj Shahi Pagdi and Safa House Parsh Ethnic Wear on the current circumstances of busi… https://t.co/rw5WmeDyJF,"Udaipur, India",0,2020-06-13 13:08:17
6490,GGauravSharma14,"RT @MayankJoshiBJP: Two very good news

Population of the majestic Asiatic Lion, living in Gujarat’s Gir Forest, is up by almost 29%.

Geog…","Moradabad, India",60,2020-06-13 13:05:27
6491,ForcesIndian,"RT @PollPolitics1: #India’s Forex Reserves Surge Past $500 Billion !

#AtmaNirbharBharat
 https://t.co/KZEnMTz5xu Via @Bloombergquint","New Delhi, India",3,2020-06-13 13:03:28
6492,streetstaars,"As  soon as we phase corona out, you need to set you travel goals. Till then, join https://t.co/2RwBoTWiUO and subs… https://t.co/o6oCgKW0Gh","Modinagar, India",1,2020-06-13 13:02:07
