,User,Tweet,Location,Retweet Count,Date
6493,JammuRetweets,Bhaderwah : 200 Farmers in hilly district who are growing #lavender under Union Government's #Aroma Mission said th… https://t.co/xdoktegaVB,,0,2020-06-13 13:02:06
6494,vgmlite,"RT @vgmlite: @Wangchuk66 Sir, I have created a messaging app on the lines of Local Is Vocal,named #BharatMessenger, which is a completely I…","Varanasi, India",1,2020-06-13 13:00:18
6495,vgmlite,"@Wangchuk66 Sir, I have created a messaging app on the lines of Local Is Vocal,named #BharatMessenger, which is a c… https://t.co/0M4EqI71Wg","Varanasi, India",1,2020-06-13 12:59:53
6496,streetstaars,"Have you joined https://t.co/hkqu2Pyt4x yet?

Join and subscribe to our channel now!
https://t.co/A7B4qEmCxS… https://t.co/AMuM4i0jUP","Modinagar, India",0,2020-06-13 12:59:41
6497,SAGARGOPALLOND2,RT @VishalA68032649: #WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make Ind…,"Jalgaon, India",10,2020-06-13 12:59:34
6498,chd1rv,RT @Munificent7494: So whom should we ask to your the only concerned authorities to look into this issues. 7yrs passed still no results in…,,8,2020-06-13 12:59:27
6499,Durgeshyadav441,RT @VishalA68032649: #WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make Ind…,,10,2020-06-13 12:59:21
6500,AIPCMumbaiWest,"RT @sumedhbgaikwad: This is the reality of #AtmaNirbharBharat package ! 

#NirmalaTaiMandiLai https://t.co/Ce8HoxhftD","Mumbai, India",11,2020-06-13 12:57:50
6501,ravi4602,"RT @Gopssays: Be Vocal for Local
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalforlocal #rebelfoods
Use code #RebelfoodsSP…","New Delhi, India",4,2020-06-13 12:55:23
6502,phdchamber,"Shri T K Arun, Editor, @EconomicTimes opined that health infrastructure is crucial at this juncture &amp; bank lending… https://t.co/OuTsIbTC8M",India,0,2020-06-13 12:53:34
6503,phdchamber,"Prof Ram Singh, Department of Economics, @DelhiSchoolOfEC, #UniversityOfDelhi  mentioned that the economic scenario… https://t.co/qxqd7gXWUX",India,0,2020-06-13 12:53:33
6504,phdchamber,"Prof N R Bhanumurthy,@nipfp_org_in suggested that there is a need to focus on tackling with short term demand side… https://t.co/BkPynP7LRg",India,0,2020-06-13 12:53:32
6505,phdchamber,@phdchamber organized a Webinar on  #20LakhcroreStimulusPackage: Growth Prospects of Indian Economy in #COVID19 &amp; P… https://t.co/3A4tjUzGCk,India,0,2020-06-13 12:53:30
6506,AnilGup87424920,"RT @LupinFoundatio1: #LHWRF Sindhudurg signed MOU with Dr Babasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli, Maharashtra for the conservati…",Bhopal,16,2020-06-13 12:51:46
6507,GhulePraveen,@PravinDatke @Dev_Fadnavis @BJP4Maharashtra @BJP4Nagpur please ask corporators to do atleast their work for which t… https://t.co/iNUVRWb0HI,"Nagpur, Bharat (India)",0,2020-06-13 12:48:03
6508,rachitaec,"RT @QCI_NBQP: The #AtmaNirbharBharat will grow and prosper on the basis of indigenous #Quality products &amp; services @PiyushGoyal 
https://t.…","New Delhi, India",8,2020-06-13 12:48:00
6509,Pk_cutz,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,Pallassana ,47,2020-06-13 12:42:24
6510,deepanshutweets,RT @ArushiNishank: It's a pleasure to be a part of the exclusive #Webinar on Atmanirbhar Bharat which is going to be conducted by #Vidyadaa…,"Ghaziabad, India",11,2020-06-13 12:41:23
6511,NehaRai97043873,"RT @AazaadSatyam: This is a small step towards #AtmaNirbharBharat and to help those potters who are facing hardship.

Please don't bargain…",Belgium,6,2020-06-13 12:38:15
6512,vikasmnpc,"RT @rahulkirkire: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/sTBoEVjPJp 
#AtmaNi…","New Delhi, Rajasthan,Gujarat",25,2020-06-13 12:37:55
6513,JavanaJat,RT @JavanaJat: @DrVikasBJP @narendramodi @BJP4India @BJP4Rajasthan True development is that which caters to the poorest of the poor. In ens…,,2,2020-06-13 12:37:53
6514,AshishVajpayee6,"RT @ind_Cyborg: I feel blessed to witness your new look pm @narendramodi ji and that inspire me to make this Artwork.

Can we get 1000 Rt o…",भारत,1702,2020-06-13 12:37:35
6515,vikasmnpc,"RT @ShirishPaliwal: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/0256w4rTMc 
#Atma…","New Delhi, Rajasthan,Gujarat",20,2020-06-13 12:36:57
6516,NitikaThieng,RT @Anushre91194353: If the Govt. really wants to make India #AtmaNirbharBharat then we the passed out Act Apprentices must be your priorit…,,7,2020-06-13 12:36:24
6517,AIPCMumbaiEast,"RT @sumedhbgaikwad: This is the reality of #AtmaNirbharBharat package ! 

#NirmalaTaiMandiLai https://t.co/Ce8HoxhftD","Mumbai, India",11,2020-06-13 12:36:14
6518,RajShekhargaut6,RT @Deepshi23796938: #WeNeedJusticeWeNeedJob please #Ammend1961RaiwayActApprenticeAct #SaveRailwayActApprentices and recruit us to make Ind…,,2,2020-06-13 12:35:32
6519,uttamknights,Imported and Marketted by an indian brand GODREJ but origin is CHINA 🇨🇳 #AtmaNirbharBharat @gujjutweeter… https://t.co/W7q2yCHUs5,"New Delhi,Saket",0,2020-06-13 12:34:11
6520,thestruttstore,"Stay Q-Shield protected this summer with Strutt Q- Shield 4 Layer Protection

ORDER NOW!
https://t.co/kQRkttzW42… https://t.co/lJWZUzAOXD",,0,2020-06-13 12:34:04
6521,sanumasurya1,RT @rAuL_pAtEl: True inspirations for our   @PMOIndia mission #AtmaNirbharBharat @MYBYKINDIA giving us more power to do so. #bicycles #Indi…,,2,2020-06-13 12:33:52
6522,gourav2491,RT @shyamagrawalcs: My article on #AtmaNirbharBharat published in #voiceofjaipur...Thanks to editor Anshu Harsh for the opportunity to shar…,Ghonda Delhi India,4,2020-06-13 12:31:05
6523,Rishabh41011559,"RT @rahulkirkire: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/sTBoEVjPJp 
#AtmaNi…",,25,2020-06-13 12:30:09
6524,Manajit52404088,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,,47,2020-06-13 12:30:07
6525,Sanakhan_m,"@BillGates take a hike. 
#AtmaNirbharBharat https://t.co/EX7vHmqsOU",India,0,2020-06-13 12:30:07
6526,ADRoy78296765,RT @rajivchhibber: @RojerNath @PiyushGoyal A very happy birthday sir. Ur untiring &amp; commendable work to make an #AtmaNirbharBharat will sur…,"Kolkata, India",4,2020-06-13 12:27:12
6527,LooksNaseem,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,"Bachhraon, India",47,2020-06-13 12:26:59
6528,common_army,"When #Covid_19 cases increasing in India
#AtmaNirbharBharat
#1YearofModi2
#Unlock
-Silent on India China Border Iss… https://t.co/8AodbVoyOI",,0,2020-06-13 12:26:15
6529,W_Meme_Com,"RT @VyaparApp: For hassle free billing use @vyaparapp  now!!😍
#storelite #lite #meme #store #shoplocal #atmanirbharbharat #atmanirbhar #loc…",USA,2,2020-06-13 12:26:15
6530,DivinityRT,"RT @VyaparApp: For hassle free billing use @vyaparapp  now!!😍
#storelite #lite #meme #store #shoplocal #atmanirbharbharat #atmanirbhar #loc…",United States,2,2020-06-13 12:26:13
6531,era_startup,"Business After Corona 🔥
👉 https://t.co/jL0Tp2mr6x

#business #AtmaNirbharBharat #startupera #SaturdayThoughts https://t.co/HmtvnYP44S",,0,2020-06-13 12:25:57
6532,VyaparApp,"For hassle free billing use @vyaparapp  now!!😍
#storelite #lite #meme #store #shoplocal #atmanirbharbharat… https://t.co/KjtElHsTrI","Bengaluru, India",2,2020-06-13 12:24:49
6533,ShirishPaliwal,"RT @rahulkirkire: #RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/sTBoEVjPJp 
#AtmaNi…",,25,2020-06-13 12:24:41
6534,ShirishPaliwal,"#RegisterNow for @NPC_INDIA_GOV #CERTIFICATE #Webinar #series on #lean #learning #course
https://t.co/0256w4rTMc… https://t.co/c8QAdKfSsx",,20,2020-06-13 12:24:29
6535,FreelanceMantra,"Indian Freelancing Marketplace.
Join now 
https://t.co/1fkUxcqoem

#freelancing #trending #Atmanirbhar… https://t.co/S8cZpjfMOp",India,0,2020-06-13 12:24:01
6536,anushikhaghosal,"India will grow, India will glow.
#AtmaNirbharBharat #AtmanirbharBharatAbhiyan https://t.co/o1xdpuBYDn",India,0,2020-06-13 12:23:58
6537,LadyIFSOfficers,"RT @alka_b87: Webinar on Connecting Agroforestry Farmers to Industry with focus on medicinal aromatic plants, paper and pulp and silk and u…",,1,2020-06-13 12:23:20
6538,CHEAPNEWS10,"RT @asgarhid: Pakistan is our permanent enemy, 

China is our new enemy, 

Nepal has joined the race, 

we just need to screw up with Sri L…",Dustbin,12,2020-06-13 12:23:06
6539,Bharat_brains,"@PMOIndia @narendramodi
must force big retailers like @amazon @Flipkart
@reliancetrends @pantaloonsindia
@Walmart… https://t.co/B77hozlFqY",India,0,2020-06-13 12:22:09
6540,alka_b87,"Webinar on Connecting Agroforestry Farmers to Industry with focus on medicinal aromatic plants, paper and pulp and… https://t.co/AbqkPyFJE1","New Delhi, India",1,2020-06-13 12:21:16
6541,devandharavath,"Think Orange, Live Orange

#villageagrodotcom #villageagro #villageagronews #agritech #startup #atmanirbharbharat… https://t.co/co3aYYxoNU","Hyderabad, India",0,2020-06-13 12:20:12
6542,SoniaGurnani19,"RT @Sowmiya07939778: #COVID19
#AtmaNirbharBharat
#ModiWonChiniRahulFail
#ModiBestPmEver

BOTH ARE BEST AT CRITICIZING NAMO. BUT WILL FAIL T…",New Delhi / USA(in past ),12,2020-06-13 12:20:06
6543,DonaldNdoro,"RT @villageagro_com: Think Orange, Live Orange

#villageagrodotcom #villageagro #villageagronews #agritech #startup #atmanirbharbharat #cov…","London, England",2,2020-06-13 12:18:43
6544,RamanKumarRssvk,"RT @villageagro_com: Think Orange, Live Orange

#villageagrodotcom #villageagro #villageagronews #agritech #startup #atmanirbharbharat #cov…",India,2,2020-06-13 12:18:26
6545,SanchitJakhar,#Nepal Parliament approves their maps which has Indian territory + obv #China has already occupied some of our land… https://t.co/qhavkgxL5F,,0,2020-06-13 12:18:18
6546,villageagro_com,"Think Orange, Live Orange

#villageagrodotcom #villageagro #villageagronews #agritech #startup #atmanirbharbharat… https://t.co/BIxjU0mYU4","Hyderabad, India",2,2020-06-13 12:17:51
6547,Ramsing60861912,RT @PpPiping: A Massive Addition to our Ever Growing Portfolio for Mega Industrial Piping Applications #HVAC #construction #architecture #e…,,47,2020-06-13 12:17:32
6548,dhanrajsevda42,"RT @DrVikasBJP: True development is that which caters to the poorest of the poor. In ensuring the fruits of development reach the poor, the…","Gahlota,Dudu,Jaipur, India",8,2020-06-13 12:15:22
6549,dhanrajsevda42,RT @JavanaJat: @DrVikasBJP @narendramodi @BJP4India @BJP4Rajasthan True development is that which caters to the poorest of the poor. In ens…,"Gahlota,Dudu,Jaipur, India",2,2020-06-13 12:15:19
6550,vyangakaar,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:14:21
6551,vyangakaar,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:14:19
6552,vyangakaar,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:14:17
6553,vyangakaar,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:14:15
6554,vyangakaar,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:14:08
6555,PSantho56630494,"RT @hexanovate: 🤔Our India's next move before boycotting chinese prdts?
💥#Entrepreneurs should focus on creating monopoly &amp; bringing #techn…","तिरुपति, भारत",5,2020-06-13 12:11:47
6556,rahuljain1875,"@PrabhuChawla @narendramodi Total tests by USA+Brazil+Russia: 400 lakhs
Total tests by India: 55 lakhs
Who is handl… https://t.co/tZvoHGjyr1","Delhi,India",0,2020-06-13 12:09:45
6557,rahuldefines,"RT @ChaudharySpeak: In every shop, store we should have one section that labels #MadeInIndia. Made in USA is widely done across all America…",Gurgaon (India),5,2020-06-13 12:08:47
6558,elainaero,"RT @amarprasadreddy: Initialization of #AtmaNirbharBharat
Massive job creation in the Agarbatti industry on anvil.

Trade, import &amp; export…","Virudhachalam, India",2,2020-06-13 12:06:59
6559,abhishek10ag,"Given the History and Tenets of consumer psychology, more vocal for local has happened only when the local has glob… https://t.co/3VBJTeAc9f","आगरा, भारत",1,2020-06-13 12:06:29
6560,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:05:29
6561,patalvaasi,"RT @Gopssays: Be Vocal for Local 
Good Facility Good Quality
Home delivery
Try Indian
Let's Support #AtmanirbharBharat
#makeinindia
#vocalf…",,3,2020-06-13 12:05:21
